ID	Title	Country	Ctl	MA	Type	Drugs	Primary Endpoint	Population	
<a href="https://ClinicalTrials.gov/show/NCT04357860">NCT04357860</a>	Clinical Trial of Sarilumab in Adults With COVID-19	Spain	Y	N	Drug Repurposing	Sarilumab	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345601">NCT04345601</a>	Mesenchymal Stromal Cells for the Treatment of SARS-CoV-2 Induced Acute Respiratory Failure (COVID-19 Disease)	United States	N	N	Cell/Blood based	ND:MSC	Safety	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04268537">NCT04268537</a>	Immunoregulatory Therapy for 2019-nCoV	China	Y	Y	Drug Repurposing	Anti-PD-1(NOS), Thymosin alpha	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04350086">NCT04350086</a>	Use of Dexmedetomidine in Light to Moderate Sedation in the Patient in the Palliative Situation of a Sars-cov-2 / COVID-19 Infection	France	N	N	Drug Repurposing	Dexmedetomidine	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04355728">NCT04355728</a>	Use of UC-MSCs for COVID-19 Patients	United States	Y	N	Cell/Blood based	ND:MSC	Safety	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04330495">NCT04330495</a>	Randomized, Controlled, Double-blind Clinical Trial Comparing the Efficacy and Safety of Chemoprophylaxis With Hydroxychloroquine in Patients Under Biological Treatment and / or JAK Inhibitors in the Prevention of SARS-CoV-2 Infection	Spain	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Other	
<a href="https://ClinicalTrials.gov/show/NCT04303507">NCT04303507</a>	Chloroquine/ Hydroxychloroquine Prevention of Coronavirus Disease (COVID-19) in the Healthcare Setting	United Kingdom	Y	N	Drug Repurposing	Chloroquine, Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04350450">NCT04350450</a>	Hydroxychloroquine Treatment of Healthcare Workers With COVID19 Illness at Montefiore	United States	N	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04354441">NCT04354441</a>	Effect of Hydroxychloroquine in COVID-19 Positive Pregnant Women	United States	Y	N	Drug Repurposing	Hydoxychloroquine	Efficacy - Other efficacy	Other	
<a href="https://ClinicalTrials.gov/show/NCT04273763">NCT04273763</a>	Evaluating the Efficacy and Safety of Bromhexine Hydrochloride Tablets Combined With Standard Treatment/ Standard Treatment in Patients With Suspected and Mild Novel Coronavirus Pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Bromhexine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04328961">NCT04328961</a>	Hydroxychloroquine for COVID-19 PEP	United States	Y	Y	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	General population	
<a href="https://ClinicalTrials.gov/show/NCT04347226">NCT04347226</a>	Anti-Interleukin-8 (Anti-IL-8) for Cancer Patients With COVID-19	United States	Y	N	Shelved drug or NME	BMS-986253	Efficacy - WHO scale	Other	
<a href="https://ClinicalTrials.gov/show/NCT04261426">NCT04261426</a>	The Efficacy of Intravenous Immunoglobulin Therapy for Severe 2019-nCoV Infected Pneumonia	China	N	N	Cell/Blood based	ND:Immunoglobulin	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04327206">NCT04327206</a>	BCG Vaccination to Protect Healthcare Workers Against COVID-19	Australia	Y	N	Drug Repurposing, Vaccine	BCG Vaccine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04255017">NCT04255017</a>	A Prospective/Retrospective,Randomized Controlled Clinical Study of Antiviral Therapy in the 2019-nCoV Pneumonia	China	Y	Y	Drug Repurposing	Oseltamivir, Abidol, Lopinavir/ritonavir	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04254874">NCT04254874</a>	A Prospective/Retrospective,Randomized Controlled Clinical Study of Interferon Atomization in the 2019-nCoV Pneumonia	China	Y	N	Drug Repurposing	Peg-Interferon alpha-2b	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04339712">NCT04339712</a>	Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction	Greece	N	N	Drug Repurposing	Anakinra, Tocilizumab	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04261270">NCT04261270</a>	A Randomized,Open,Controlled Clinical Study to Evaluate the Efficacy of ASC09F and Ritonavir for 2019-nCoV Pneumonia	China	N	Y	Drug Repurposing, Shelved drug or NME	Ritonavir, Oseltamivir, ASC09F	Efficacy - Oxygen parameters	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04356482">NCT04356482</a>	CONVALESCENT PLASMA FOR ILL PATIENTS BY COVID-19	Mexico	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346667">NCT04346667</a>	Post-Exposure Prophylaxis for Asymptomatic SARS-CoV-2 COVID-19 Patients With choloroquinE Compounds	Pakistan	Y	Y	Drug Repurposing	Hydroxychloroquine, Chloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04332042">NCT04332042</a>	TOFAcitinib in SARS-CoV2 Pneumonia	Italy	Y	N	Drug Repurposing	Tofacitinib	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04357366">NCT04357366</a>	suPAR-guided Anakinra Treatment for Validation of the Risk and Management of Respiratory Failure by COVID-19 (SAVE)	Greece	N	N	Drug Repurposing	Anakinra, Trimethoprim/sulfamethoxazole	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04357782">NCT04357782</a>	Administration of Intravenous Vitamin C in Novel Coronavirus Infection (COVID-19) and Decreased Oxygenation	United States	N	N	Drug Repurposing	Ascorbic acid	Safety	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04362176">NCT04362176</a>	Passive Immunity Trial of Nashville II	United States	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04321616">NCT04321616</a>	The Efficacy of Different Anti-viral Drugs in COVID 19 Infected Patients	Norway	Y	Y	Drug Repurposing, Shelved drug or NME	Hydroxychloroquine, Remdesivir	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04263402">NCT04263402</a>	The Efficacy of Different Hormone Doses in 2019-nCoV Severe Pneumonia	China	N	Y	Drug Repurposing	Methylprednisolone	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04343261">NCT04343261</a>	Convalescent Plasma in the Treatment of COVID 19	United States	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04344184">NCT04344184</a>	Early Infusion of Vitamin C for Treatment of Novel COVID-19 Acute Lung Injury (EVICT-CORONA-ALI)	United States	Y	N	Drug Repurposing	Ascorbic acid	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04353128">NCT04353128</a>	Efficacy of Melatonin in the Prophylaxis of Coronavirus Disease 2019 (COVID-19) Among Healthcare Workers.	Spain	Y	N	Drug Repurposing	Melatonin	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04333368">NCT04333368</a>	Cell Therapy Using Umbilical Cord-derived Mesenchymal Stromal Cells in SARS-CoV-2-related ARDS	France	Y	N	Cell/Blood based	ND:Stem cells	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04349228">NCT04349228</a>	Assessment of the Efficacy and Safety of (HCQ) as a Prophylaxis for COVID19 for Health Professionals	Tunisia	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04352946">NCT04352946</a>	HEalth Care Worker pROphylaxis Against COVID-19: The HERO Trial	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04331613">NCT04331613</a>	Safety and Efficacy of CAStem for Severe COVID-19 Associated With/Without ARDS	China	N	N	Cell/Blood based	ND:Stem cells	Safety	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04334967">NCT04334967</a>	Hydroxychloroquine in Patients With Newly Diagnosed COVID-19 Compared to Standard of Care	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04349592">NCT04349592</a>	Qatar Prospective RCT Of Therapy Eliminating Covid Transmission	Qatar	Y	N	Drug Repurposing	Azithromycin	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04340050">NCT04340050</a>	COVID-19 Convalescent Plasma	United States	N	N	Cell/Blood based	ND:Convalescent plasma	Other	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04264858">NCT04264858</a>	Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured Patients	China	Y	N	Cell/Blood based	ND:Immunoglobulin	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04332666">NCT04332666</a>	Angiotensin-(1,7) Treatment in COVID-19: the ATCO Trial	Belgium	Y	N	Drug Repurposing	Angiotensin 1-7	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04351516">NCT04351516</a>	Test and Treat COVID 65plus+	Germany	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04332991">NCT04332991</a>	Outcomes Related to COVID-19 Treated With Hydroxychloroquine Among In-patients With Symptomatic Disease	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04354259">NCT04354259</a>	Interferon Lambda for Immediate Antiviral Therapy at Diagnosis	Canada	Y	Y	Shelved drug or NME	Interferon lambda	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04357106">NCT04357106</a>	COPLA Study: Treatment of Severe Forms of COronavirus Infection With Convalescent PLAsma	Mexico	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04334148">NCT04334148</a>	Healthcare Worker Exposure Response and Outcomes of Hydroxychloroquine	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04333589">NCT04333589</a>	Corona Virus Disease 2019 Patients Whose Nucleic Acids Changed From Negative to Positive	China	Y	N	Drug Repurposing	Favipiravir	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04328480">NCT04328480</a>	The ECLA PHRI COLCOVID Trial	Argentina	Y	N	Drug Repurposing	Colchicine	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04310228">NCT04310228</a>	Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019	China	Y	Y	Drug Repurposing	Favipiravir, Tocilizumab	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04302519">NCT04302519</a>	Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells	China	N	N	Cell/Blood based	ND:Stem cells	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04320238">NCT04320238</a>	Experimental Trial of rhIFNa Nasal Drops to Prevent 2019-nCOV in Medical Staff	China	N	Y	Drug Repurposing	Interferon alpha, Thymosin alpha	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04298060">NCT04298060</a>	DAS181 for Patients With Severe Hospitalized Flu and SAD-RVs (COVID-19)	China	Y	Y	Shelved drug or NME	DAS181	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04343651">NCT04343651</a>	Study to Evaluate the Efficacy and Safety of Leronlimab for Mild to Moderate COVID-19	United States	Y	N	Shelved drug or NME	Leronlimab	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342650">NCT04342650</a>	Chloroquine Diphosphate in the Prevention of SARS in Covid-19 Infection	Brazil	Y	N	Drug Repurposing	Chloroquine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04361461">NCT04361461</a>	Use of Hydroxychloroquine Alone or Associated for Inpatients With SARS-CoV2 Virus (COVID-19)	Brazil	Y	N	Drug Repurposing	Hydroxychloroquine, Azythromycin	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04285190">NCT04285190</a>	The Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With COVID-19	China	Y	N	Drug Repurposing	T89	Efficacy - Oxygen parameters	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04324606">NCT04324606</a>	A Study of a Candidate COVID-19 Vaccine (COV001)	United Kingdom	N	Y	Vaccine	ND:ChAdOx1 vaccine	Safety	General population	
<a href="https://ClinicalTrials.gov/show/NCT04321096">NCT04321096</a>	The Impact of Camostat Mesilate on COVID-19 Infection	Denmark	Y	N	Drug Repurposing	Camostat	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04347239">NCT04347239</a>	Study to Evaluate the Efficacy and Safety of Leronlimab for Patients With Severe or Critical Coronavirus Disease 2019 (COVID-19)	United States	Y	N	Shelved drug or NME	Leronlimab	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04361474">NCT04361474</a>	Trial Evaluating the Efficacy of Local Budesonide Therapy in the Management of Hyposmia in COVID-19 Patients Without Signs of Severity	France	Y	N	Drug Repurposing	Budesonide	Other	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04355429">NCT04355429</a>	Efficacy of Captopril in Covid-19 Patients With Severe Acute Respiratory Syndrome (SARS) CoV-2 Pneumonia (CAPTOCOVID)	France	Y	N	Drug Repurposing	Captopril	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04355962">NCT04355962</a>	Sevoflurane in COVID-19 ARDS (SevCov)	Switzerland	Y	N	Drug Repurposing	Sevoflurane	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04323800">NCT04323800</a>	Efficacy and Safety Human Coronavirus Immune Plasma (HCIP) vs. Control (SARS-CoV-2 Non-immune Plasma) Among Adults Exposed to COVID-19	United States	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - WHO scale	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04349098">NCT04349098</a>	Evaluation of Activity and Safety of Oral Selinexor in Participants With Severe COVID-19 Infection	United States	Y	N	Drug Repurposing	Selinexor	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04332380">NCT04332380</a>	Convalescent Plasma for Patients With COVID-19: A Pilot Study	Colombia	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04355676">NCT04355676</a>	Evaluation of Activity and Safety of Two Regimens of Low Dose Oral Selinexor in Participants With Moderate or Severe COVID-19	United States	N	N	Drug Repurposing	Selinexor	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04332835">NCT04332835</a>	Convalescent Plasma for Patients With COVID-19: A Randomized, Open Label, Parallel, Controlled Clinical Study	Colombia	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04312009">NCT04312009</a>	Losartan for Patients With COVID-19 Requiring Hospitalization	United States	Y	N	Drug Repurposing	Losartan	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases, Mild/Moderate Cases, Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04315948">NCT04315948</a>	Trial of Treatments for COVID-19 in Hospitalized Adults	France	Y	Y	Drug Repurposing, Shelved drug or NME	Remdesivir, Lopinavir/ritonavir, Interferon beta-1a, Hydroxychloroquine	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04311177">NCT04311177</a>	Losartan for Patients With COVID-19 Not Requiring Hospitalization	United States	Y	N	Drug Repurposing	Losartan	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04335084">NCT04335084</a>	A Study of Hydroxychloroquine, Vitamin C, Vitamin D, and Zinc for the Prevention of COVID-19 Infection	United States	N	N	Drug Repurposing	Hydroxychloroquine, Ascorbic acid, Vitamin D, Zinc	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04260594">NCT04260594</a>	Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus	China	Y	N	Drug Repurposing	Umifenovir	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04336748">NCT04336748</a>	HCQ for Primary Prophylaxis Against COVID19 in Health-care Workers	Austria	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04341935">NCT04341935</a>	Effects of DPP4 Inhibition on COVID-19	United States	Y	N	Drug Repurposing	Linagliptin	Other	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04275414">NCT04275414</a>	Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia	China	N	N	Drug Repurposing	Bevacizumab	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04360096">NCT04360096</a>	Inhaled Aviptadil for the Treatment of Non-Acute Lung Injury in COVID-19	United States	Y	N	Shelved drug or NME	Aviptadil	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04327349">NCT04327349</a>	Investigating Effect of Convalescent Plasma on COVID-19 Patients Outcome: A Clinical Trial	Iran	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342169">NCT04342169</a>	University of Utah COVID-19 Hydrochloroquine Trial	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04357730">NCT04357730</a>	STudy of Alteplase for Respiratory Failure in SARS-Cov2 (COVID-19)	United States	Y	N	Drug Repurposing	Alteplase	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04311697">NCT04311697</a>	Intravenous Aviptadil for COVID-19 Associated Acute Respiratory Distress	United States	Y	N	Shelved drug or NME	Aviptadil	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04358081">NCT04358081</a>	Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease	United States	Y	Y	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346589">NCT04346589</a>	Convalescent Antibodies Infusion in Critically Ill COVID 19 Patients	Italy	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04340349">NCT04340349</a>	Low-dose Hydroxychloroquine and Bromhexine: a Novel Regimen for COVID-19 Prophylaxis in Healthcare Professionals	Mexico	Y	N	Drug Repurposing	Hydroxychloroquine, Bromhexine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT03042143">NCT03042143</a>	Repair of Acute Respiratory Distress Syndrome by Stromal Cell Administration (REALIST) (COVID-19)	United Kingdom	Y	N	Cell/Blood based	ND:Stem cells	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04359810">NCT04359810</a>	Plasma Therapy of COVID-19 in Critically Ill Patients	United States	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04252274">NCT04252274</a>	Efficacy and Safety of Darunavir and Cobicistat for Treatment of COVID-19	China	Y	N	Drug Repurposing	Darunavir, Cobicistat	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04305457">NCT04305457</a>	Nitric Oxide Gas Inhalation Therapy for Mild/Moderate COVID-19	United States	Y	N	Drug Repurposing	Nitric oxide	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04320277">NCT04320277</a>	Baricitinib in Symptomatic Patients Infected by COVID-19: an Open-label, Pilot Study.	Italy	N	N	Drug Repurposing	Baricitinib	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342156">NCT04342156</a>	Safety And Efficacy Of Hydroxychloroquine For At Risk Population (SHARP) Against COVID-19	Singapore	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04327401">NCT04327401</a>	COVID-19-associated ARDS Treated With Dexamethasone: Alliance Covid-19 Brasil III	Brazil	Y	N	Drug Repurposing	Dexamethasone	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04321278">NCT04321278</a>	Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)	Brazil	Y	Y	Drug Repurposing	Azithromycin, Hydroxychloroquine	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04280705">NCT04280705</a>	Adaptive COVID-19 Treatment Trial (ACTT)	United States	Y	N	Shelved drug or NME	Remdesivir	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04323592">NCT04323592</a>	Efficacy of Methylprednisolone for Patients With COVID-19 Severe Acute Respiratory Syndrome	Italy	N	N	Drug Repurposing	Methylprednisolone	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345614">NCT04345614</a>	A Study of CM4620-Injectable Emulsion (IE) in Patients With Severe COVID-19 Pneumonia	United States	Y	N	Shelved drug or NME	CM4620	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04359290">NCT04359290</a>	Ruxolitinib for Treatment of Covid-19 Induced Lung Injury ARDS	Germany	N	N	Drug Repurposing	Ruxolitinib	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT02735707">NCT02735707</a>	Randomized, Embedded, Multifactorial Adaptive Platform Trial for Community- Acquired Pneumonia	Netherlands	Y	Y	Drug Repurposing	Hydrocortisone, Ceftriaxone, Moxifloxacin, Levofloxacin, Piperacillin-tazobactam, Ceftaroline, Amoxicillin-clavulanate, Oseltamivir, Lopinavir/ritonavir, Hydroxychloroquine, Interferon-beta1a, Anakinra, Tocilizumab, Sarilumab	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04324463">NCT04324463</a>	Anti-Coronavirus Therapies to Prevent Progression of Coronavirus Disease 2019 (COVID-19) Trial	Canada	Y	N	Drug Repurposing	Azithromycin, Chloroquine, Hydoxychloroquine, Interferon-beta	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04321174">NCT04321174</a>	COVID-19 Ring-based Prevention Trial With Lopinavir/Ritonavir	Canada	Y	N	Drug Repurposing	Lopinavir/ritonavir	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04354155">NCT04354155</a>	COVID-19 Anticoagulation in Children - Thromboprophlaxis (COVAC-TP) Trial	United States	N	N	Drug Repurposing	Enoxaparin	Safety	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04358783">NCT04358783</a>	Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia	Mexico	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Mortality	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04334629">NCT04334629</a>	LIBA Trial in COVID-19	United Kingdom	Y	N	Drug Repurposing	Ibuprofen	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345887">NCT04345887</a>	Spironolactone in Covid-19 Induced ARDS	Turkey	Y	N	Drug Repurposing	Spironolactone	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04359329">NCT04359329</a>	Estrogen Patch for COVID-19 Symptoms	United States	Y	N	Drug Repurposing	Estrogen patch	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04322344">NCT04322344</a>	Escin in Patients With Covid-19 Infection	Italy	Y	Y	Drug Repurposing	Escin	Efficacy - Mortality	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04351295">NCT04351295</a>	Efficacy of Faviprevir in COVID-19 Treatment	Egypt	Y	N	Drug Repurposing	Favipiravir	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04312243">NCT04312243</a>	NO Prevention of COVID-19 for Healthcare Providers	United States	Y	N	Drug Repurposing	Nitric oxide	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04322565">NCT04322565</a>	Colchicine Counteracting Inflammation in COVID-19 Pneumonia	Italy	Y	N	Drug Repurposing	Colchicine	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345406">NCT04345406</a>	Angiotensin Converting Enzyme Inhibitors in Treatment of Covid 19	Egypt	Y	N	Drug Repurposing	Captopril, Enalapril	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
